untuned,tuned
-182.780420406065,-207.013962460906
-203.38769944269308,-373.4272789346917
-210.3906632625237,-376.20723906468925
-191.66732997584927,-372.7794325392618
-245.92188486293486,-236.5682015498013
-247.22935613426085,-247.22936986377653
-185.5518855863882,-372.893458649854
-247.50104073984932,-263.681119868721
-370.9101658346441,-197.74372921489828
-361.91109605465886,-249.3707044727804
-371.539799543248,-309.09545215849084
-194.1232122916564,-377.1274286285351
-289.1321995834853,-371.96641067045914
-203.18019684645958,-241.35082184906952
-380.1183199423788,-248.4069391495919
-248.6399919837269,-179.21138767871088
-252.87500924522794,-222.33469021095954
-156.5366631409515,-169.0797300441822
-272.4790702917205,-375.3156314787972
-180.60013208047303,-320.45352750193615
-366.6522129705488,-194.37970294725227
-180.55562874318701,-369.7185808998783
-377.7720106212202,-381.5933657203454
-371.5879516175115,-186.54011458316012
-244.13987506061872,-163.1894022847387
-375.51022392767266,-377.50432784192725
-172.36911688689176,-376.2833867482328
-252.1637270463949,-355.6205748706018
-362.7054918834321,-375.33765758919105
-245.88126426135514,-245.99312258820203
-194.3254343387684,-308.49569072641737
-184.01297986380678,-359.2653814347879
-375.8044373277913,-375.80226231297917
-254.4229563016172,-354.44239656783736
-195.48005155805595,-373.3630245554319
-378.4011563456824,-243.83811883979524
-373.6673207152246,-252.96031431603754
-369.45926211217625,-357.69363912368846
-373.0655036310325,-374.4014034023462
-179.80911122427977,-175.8309894836518
-239.69090970755292,-382.9242004318434
-377.25985908582123,-279.7658509994972
-238.90391884881183,-235.16366649253501
-172.63260144420542,-185.02083792780104
-376.2227321851384,-255.9465832301562
-187.3491267618959,-177.51385470380978
-190.9005626818379,-250.42352130244944
-261.1434349231983,-378.55728471954916
-261.7844654445156,-194.39815805095088
-367.2986991963746,-369.9381501281776
-368.7683704837789,-255.38553431283032
-238.7850444404806,-375.55324377014966
-190.81339459168223,-190.831213112034
-214.42367720812098,-368.25390278339705
-217.24930209597596,-377.36364917844236
-189.0717716249448,-374.80350296294233
-376.976756007668,-376.9769342845374
-189.56865509555644,-251.33840286932102
-274.04971755489294,-254.98386350204066
-374.66862656452713,-183.0953796180953
-180.23363559137226,-163.14507785150312
-248.85114379551504,-287.04777926708334
-275.57518586177395,-382.0118574726302
-179.55086404131492,-179.96170948544568
-255.62653643835887,-378.3711424634355
-375.3240323162957,-249.95938731333933
-199.33114509028513,-289.87399140439095
-231.18731588410253,-373.376550492761
-269.36610805165185,-190.05034568651752
-264.9923639013608,-191.40489366114497
-212.47420307928928,-300.0097039899074
-381.2248146564217,-180.81559788427023
-369.8948019314023,-263.8543157034985
-303.8397317241108,-279.48669437382756
-193.04296258721092,-175.34273372475798
-297.92588700329424,-177.55904907990384
-378.5497355909294,-380.7004384810995
-182.11461902087896,-182.11468981203456
-371.7379769584298,-372.8543169045189
-370.49561693187525,-187.130916183792
-207.77129583555967,-376.31423905938055
-175.34010307399092,-241.16724682667473
-180.56911888300067,-231.9240816962992
-232.93242992483312,-198.62673975882308
-257.77011067844785,-320.456466410016
-372.8295830986472,-163.4966011584778
-271.8990143027613,-379.1835474114808
-371.4972720784449,-200.0061187342349
-375.7413103523574,-197.18147976475814
-187.7017292314867,-374.81560058348305
-374.919061531704,-374.5188866252428
-162.74890414998725,-249.86860722353458
-236.93053865571454,-376.0990459987845
-374.7260794536438,-281.18684255364417
-356.8907583842459,-372.42124284699526
-249.94805403477488,-378.11743722754284
-378.14003325396857,-378.1321031011875
-371.90192792068717,-371.90270641030895
-166.20359782029232,-375.88469634184736
-256.4705581206414,-376.77305668904455
-265.1126991201549,-377.8549824254004
-211.30126888809642,-231.75767973835326
-296.1664270119891,-381.7112020737384
-275.35029465336174,-379.7109438704078
-355.2161485793576,-176.63930840878197
-192.2235332548005,-266.47197171629915
-176.74505129913467,-189.20178475069662
-263.0915925270026,-263.09159261585154
-379.5567015711673,-162.71166201290123
-366.24439168740247,-280.256620411471
-373.95291158901824,-382.92255812276244
-363.36306803849425,-287.7939934219228
-269.54224244817783,-215.57243060300613
-286.32463269456,-224.00829788658075
-273.7681915922376,-374.67972518380566
-273.6672028047272,-364.92575183020114
-375.28575345609545,-213.12954620394675
-376.4175158412095,-378.7941830819969
-253.78205720121713,-175.09779250647853
-376.3982952541,-166.23922262429153
-248.17588593015904,-376.25888472638593
-255.4459508269024,-381.72751848324583
-187.2860349272794,-379.2747815435733
-233.28729017213522,-178.92187385847504
-197.056508923685,-376.0301893852508
-376.55705863987043,-187.7178465793618
-210.03069302089744,-376.43892542805133
-236.1192333896608,-375.10212125507053
-260.89330684566096,-369.4349315453382
-296.9033973536822,-267.5193369952189
-373.2785371801802,-217.2967260638446
-165.7975758819515,-366.53762737895545
-258.67240916928756,-300.6813515212981
-375.83793250987577,-269.40010214136055
-375.97817221827023,-250.95242275713986
-175.98983999092775,-373.34696956621855
-378.58904745139426,-248.3524736930508
-177.6928676766411,-178.92329263989782
-178.52690039736925,-162.84457535049233
-195.2737378414144,-206.58264681017988
-186.2075304900127,-291.41974885859264
-234.70124081833774,-365.3839775240127
-219.94191882144594,-368.7674252388522
-374.60586180204956,-260.68030245975797
-284.6379713030533,-184.38111597295818
-187.9401591517418,-237.30022857867687
-253.7847700192553,-361.3275206865055
-280.4777898837009,-179.4549796380175
-286.1795022382986,-183.99573343601668
-375.0637650928679,-307.00726949727874
-183.89959171838473,-252.7314514595294
-368.1762814664727,-191.56929065761204
-206.3094826969919,-380.12681426952645
-192.7877527803077,-179.48779594094475
-206.18679962382205,-380.8995948536279
-209.7496367162745,-299.9897768275936
-377.45404460407104,-379.74881525039393
-271.58925531297973,-291.55568414938097
-212.31279158030765,-190.65248134171395
-292.40105455664525,-266.5138967807573
-376.1503756053885,-378.87426275803006
-245.88277574853976,-162.76289373496496
-288.6612384753396,-185.47025421559243
-288.04159492235397,-301.67864000921276
-317.6856893688557,-245.61366584843654
-188.12217206891722,-372.5544367907714
-378.83006904147965,-378.78285117912435
-234.479552410969,-364.9343953377628
-375.9749600016103,-374.96045128114457
-190.23981334429976,-165.4303165971968
-261.60072388226206,-196.85671311067418
-379.9820117933384,-191.5589722583316
-201.9445158137891,-380.86709768584603
-376.06293647118775,-377.91214619755954
-186.71071371442105,-371.36206131194234
-251.79639157585885,-376.6059189731457
-242.37453088024142,-159.93860664384493
-373.92720192830353,-270.8221728536929
-263.5414631853548,-379.6501600866351
-356.5046614701482,-369.73550627367416
-168.62498884592455,-195.159831704562
-187.32153367884365,-166.9716188795619
-377.61045240171234,-298.16610643888896
-168.48933496775228,-377.72208878265656
-174.44603491431195,-304.58427724775026
-159.7320459676153,-163.1293974152723
-172.78110751611263,-360.26480440164534
-180.66730863473987,-376.8144012919424
-375.3945249429049,-375.67093849560536
-244.3452742360443,-244.2591605919357
-184.858101361401,-244.6293214211949
-252.21345188064092,-176.78915254453182
-372.2377841257217,-224.30328758696453
-372.41025342863435,-195.96176060734356
-376.06361135153713,-246.8309578763557
-216.39920264998597,-205.17591986836823
-377.4119781521925,-381.0164474319334
-196.39190542636698,-290.7855896108636
-372.0387748968852,-188.00288900945588
-176.79263533324206,-370.1636927534881
-222.54913722705575,-370.8690431260505
-282.3835906298094,-170.8948328315588
-374.49128395000776,-187.53207712620343
-193.70210678863413,-211.7231599438195
-240.28413405652674,-377.6604828926896
-374.12593738928507,-376.9392803430194
-192.62607947700053,-369.20044090227555
-186.28495500784942,-193.5958315351603
-376.2169777233738,-377.4295631370025
-375.7410462392004,-374.2066983511089
-260.8311260643279,-377.78315708830206
-188.725233115414,-286.83952047620136
-374.26186934983457,-166.31704576610844
-371.9543075799408,-371.93866937364425
-203.84603375901935,-351.8909455359734
-174.81312498960585,-368.6201689328547
-377.3163161770853,-187.45031139694106
-260.635985564287,-178.4374786084414
-246.69651962957374,-190.14461902576292
-374.6027466331732,-376.11018050327846
-164.40377464091443,-213.86669422580874
